COD_CLIENTE;CANAL_VENDA;COD_CUPOM;DATA_VENDA;IMPOSTO_VENDA;QUANTIDADE_VENDA;VALOR_VENDA;AVALIACAO_ATENDIMENTO;ANO_MES;NPS_TIPO
39452575;4300;04 01050002005171;10/02/2025;1,69;2;7,48;4;2025-02;Detrator
39301830;1000;04 0271000054799101;18/03/2025;5,94;1;32,99;7;2025-03;Neutro
40451773;1000;04 0250000046073101;09/04/2025;6,41;1;22,5;10;2025-04;Promotor
39274407;2000;04 00140060169721;29/01/2025;1,92;1;7,52;4;2025-01;Detrator
39201571;4300;04 02060000499451;24/02/2025;25,03;1;61,13;9;2025-02;Promotor
39846187;1000;04 0122000014477A;29/03/2025;7,08;1;76,5;6;2025-03;Detrator
40055150;3000;04 01140003796281;25/03/2025;25,71;1;277,91;9;2025-03;Promotor
39280239;3000;04 02050001580531;04/04/2025;87,73;1;314,99;10;2025-04;Promotor
39149880;3000;04 02260000892621;12/04/2025;12,32;1;133,11;10;2025-04;Promotor
39224669;3000;04 00960005927821;06/01/2025;0,84;1;3,05;8;2025-01;Neutro
39552722;1000;04 0267000015615102;09/02/2025;13,82;1;55,99;2;2025-02;Detrator
39713943;1000;04 0277000015673101;05/03/2025;10,18;2;52,2;10;2025-03;Promotor
39395552;3000;04 01290002549571;27/02/2025;15,77;1;53,99;9;2025-02;Promotor
40060918;3000;04 02460001081081;07/01/2025;3,69;1;39,9;10;2025-01;Promotor
39760052;4201;04 02510000277171;20/04/2025;22,5;1;170,01;4;2025-04;Detrator
39425415;3000;04 02130001136771;01/03/2025;13,66;2;46,78;2;2025-03;Detrator
39695000;1000;04 0272000023228102;23/03/2025;7,14;1;23,99;4;2025-03;Detrator
39891336;4600;04 00830002351591;06/04/2025;17,9;1;69,99;1;2025-04;Detrator
39652316;1000;04 0165000088454101;25/04/2025;32,84;1;354,99;9;2025-04;Promotor
37617101;4401;04 00880004065201;02/04/2025;60,7;1;154,79;9;2025-04;Promotor
39918673;3000;04 00810001926141;04/03/2025;40,61;1;164,61;7;2025-03;Neutro
39572507;4100;04 01500000977971;22/01/2025;28,38;1;306,8;8;2025-01;Neutro
39239090;1000;04 0244000021121101;14/01/2025;4,86;1;18,99;9;2025-01;Promotor
40066768;4100;04 01170001399841;09/02/2025;29,92;5;92,9;9;2025-02;Promotor
39889709;1000;04 0035000325693101;11/02/2025;4,6;1;17,99;8;2025-02;Neutro
39889900;1000;04 0292000097515102;27/01/2025;1,42;1;15,38;9;2025-01;Promotor
40070017;1000;04 0194000164988101;08/04/2025;4,59;1;17,99;5;2025-04;Detrator
32059745;1000;04 0132000030094101;25/03/2025;18,71;30;76,56;4;2025-03;Detrator
61020667;1000;04 0196000035524101;01/04/2025;4,45;3;15,99;3;2025-04;Detrator
40405604;1000;04 0198000048683102;31/03/2025;6,89;1;25,99;4;2025-03;Detrator
39224669;1000;04 0096000065738107;30/03/2025;2,17;1;7,83;2;2025-03;Detrator
40125371;1000;04 0043000119937103;14/01/2025;7,54;1;27,99;9;2025-01;Promotor
40183632;3000;04 01220001769071;23/01/2025;31,98;1;124,99;1;2025-01;Detrator
39953463;1000;04 0196000076899102;18/01/2025;0;1;27,99;1;2025-01;Detrator
39149880;3000;04 02260000733921;03/01/2025;12,49;1;134,99;1;2025-01;Detrator
49012316;1000;04 0182000001214203;30/04/2025;4,6;1;17,99;6;2025-04;Detrator
39187529;1000;04 0120000109182104;27/03/2025;1,75;1;18,99;1;2025-03;Detrator
40362187;1000;04 0096000110138101;21/01/2025;3,34;1;11,99;2;2025-01;Detrator
59392179;1000;04 0131000224382101;11/01/2025;3,91;1;15,29;8;2025-01;Neutro
40115716;1000;04 0200000045762104;29/04/2025;0,92;1;9,99;5;2025-04;Detrator
39308251;1000;04 0080000050058105;13/03/2025;19,54;1;79,2;2;2025-03;Detrator
39297491;1000;04 0041000373727103;23/03/2025;2,56;1;9,99;3;2025-03;Detrator
39713238;1000;04 0212000002256104;09/01/2025;5,37;1;20,99;8;2025-01;Neutro
39729154;1000;04 0056000173525104;17/01/2025;2,22;1;23,99;4;2025-01;Detrator
39392581;4300;04 00110005115931;28/02/2025;9,76;1;71,22;1;2025-02;Detrator
39547715;4100;04 00830002207121;21/01/2025;8,13;1;26,49;1;2025-01;Detrator
40406362;1000;04 0192000022774102;15/03/2025;6,9;2;27,98;6;2025-03;Detrator
39627960;1000;04 0257000012030102;20/03/2025;1,29;1;13,99;2;2025-03;Detrator
40001764;4100;04 02800000173521;08/01/2025;16,42;1;66,55;6;2025-01;Detrator
39313219;4300;04 00690001929221;12/02/2025;9,91;1;19,94;7;2025-02;Neutro
40437792;4300;04 00560003101931;06/04/2025;47,82;1;141,89;6;2025-04;Detrator
40450755;1000;04 0062000159193102;22/02/2025;7,39;1;26,99;9;2025-02;Promotor
39945232;1000;04 0048000257905101;26/03/2025;6,85;1;24,99;3;2025-03;Detrator
40070017;1000;04 0194000147158101;03/01/2025;4,6;1;17,99;5;2025-01;Detrator
39626160;1000;04 0086000202786101;26/04/2025;1,91;1;20,7;6;2025-04;Detrator
40350542;4300;04 02240000595961;07/02/2025;18,25;1;22,09;7;2025-02;Neutro
39558080;1000;04 0272000020286102;16/02/2025;6,74;1;22,67;3;2025-02;Detrator
39962915;1000;04 0089000028169103;18/01/2025;4,69;1;18,99;4;2025-01;Detrator
39566557;1000;04 0172000023620102;22/04/2025;3,93;5;14,38;7;2025-04;Neutro
39641790;4300;04 00530004057681;05/04/2025;19,68;1;124,79;5;2025-04;Detrator
39729665;4500;04 01130001931621;04/03/2025;0,38;1;3,99;2;2025-03;Detrator
39297491;1000;04 0041000373727103;23/03/2025;5,12;1;19,99;7;2025-03;Neutro
40367172;3000;04 00350001669241;20/02/2025;12,4;1;134,14;9;2025-02;Promotor
39572507;1000;04 0150000044376104;20/04/2025;3,06;3;32,97;5;2025-04;Detrator
38040297;2003;04 00140062398111;18/04/2025;15,36;1;76,25;5;2025-04;Detrator
39762608;4300;04 02390000738781;25/01/2025;2,76;4;15,55;2;2025-01;Detrator
39443355;4100;04 02610000272751;03/01/2025;15,4;2;49,19;5;2025-01;Detrator
36134509;4100;04 00810001977451;03/04/2025;14,97;1;30,89;5;2025-04;Detrator
40256660;3000;04 02660000407171;24/02/2025;3,21;1;12,99;5;2025-02;Detrator
39362588;1000;04 0018000280093102;02/03/2025;5,01;20;54,24;4;2025-03;Detrator
39125989;1000;04 0076000078453105;07/04/2025;2,96;1;31,99;3;2025-04;Detrator
40410441;2000;04 00140060575301;12/02/2025;7,72;6;38,3;1;2025-02;Detrator
40204503;4300;04 02580000385511;29/04/2025;23,62;1;113,53;6;2025-04;Detrator
39324997;4100;04 01070002853701;01/03/2025;26,85;3;80,87;1;2025-03;Detrator
39995682;1000;04 0146000135675102;19/04/2025;6,58;2;23,98;5;2025-04;Detrator
40436440;1000;04 0207000036974101;13/04/2025;23,29;1;84,99;4;2025-04;Detrator
40634219;4100;04 00780001780141;26/03/2025;3,59;9;24,91;9;2025-03;Promotor
39808492;1000;04 0082000114010106;21/04/2025;11,11;1;44,99;10;2025-04;Promotor
39900727;1000;04 0148000086516101;09/03/2025;2,71;1;10,99;8;2025-03;Neutro
39254253;3000;04 01040002834451;22/04/2025;1,56;1;16,89;2;2025-04;Detrator
40223341;1000;04 0197000037900102;28/01/2025;3,05;1;10,99;1;2025-01;Detrator
40430613;3000;04 00170000766411;15/02/2025;9,65;1;104,4;3;2025-02;Detrator
40311938;4100;04 01430001395431;06/01/2025;52,69;1;152,89;7;2025-01;Neutro
39253491;3000;04 01450000048301;23/02/2025;1,62;1;17,54;8;2025-02;Neutro
40408649;4300;04 02560000888141;03/03/2025;24,84;1;46,69;8;2025-03;Neutro
40616651;3000;04 01540003708911;22/03/2025;7,9;1;85,4;1;2025-03;Detrator
39187529;1000;04 0120000107900104;16/03/2025;0,68;2;7,43;7;2025-03;Neutro
39732418;1000;04 0186000123630101;26/04/2025;2,16;9;23,73;8;2025-04;Neutro
39651687;1000;04 0289000013245101;31/03/2025;0,56;1;5,99;2;2025-03;Detrator
40236795;3000;04 02520000714651;20/04/2025;6,91;1;25,64;6;2025-04;Detrator
40511297;4600;04 01430001421291;27/01/2025;13,88;6;49,83;3;2025-01;Detrator
40067633;1000;04 0062000157578102;08/01/2025;2,78;1;13,9;7;2025-01;Neutro
39688550;4300;04 01470000207051;24/01/2025;3,55;3;26,97;2;2025-01;Detrator
39808430;1000;04 0257000034423101;22/01/2025;59,73;1;217,99;9;2025-01;Promotor
39410992;1000;04 0096000127127105;05/01/2025;3,2;4;11,51;3;2025-01;Detrator
40140335;4300;04 01600000280451;14/03/2025;14,1;2;37,99;5;2025-03;Detrator
40038854;1000;04 0096000073996A;24/02/2025;0,83;1;9;3;2025-02;Detrator
40210786;3000;04 00120002293201;30/04/2025;0,68;1;2,71;7;2025-04;Neutro
40206122;3000;04 02450000551751;07/04/2025;17,81;1;192,51;4;2025-04;Detrator
40392007;1000;04 0068000460591104;28/04/2025;12,28;1;47,99;6;2025-04;Detrator
40579277;4401;04 02260000891811;12/04/2025;11,53;2;25,18;10;2025-04;Promotor
39799994;3000;04 01200000912301;01/02/2025;14,14;1;152,91;7;2025-02;Neutro
40153733;1000;04 0137000076683103;27/02/2025;11,85;2;47,98;7;2025-02;Neutro
39191614;4600;04 02570000466121;02/01/2025;16,65;1;179,99;2;2025-01;Detrator
40453476;4100;04 00590001941311;15/04/2025;10,4;1;40,65;10;2025-04;Promotor
39558080;1000;04 0272000020759102;22/02/2025;5,06;1;16,99;1;2025-02;Detrator
39558080;1000;04 0272000020759102;22/02/2025;15,17;1;50,99;10;2025-02;Promotor
39841153;3000;04 00660002159961;14/01/2025;8,07;1;87,2;6;2025-01;Detrator
40600491;1000;04 0209000067104101;15/03/2025;1,75;1;18,99;6;2025-03;Detrator
40438531;3000;04 00310002527681;17/02/2025;12,41;1;134,15;8;2025-02;Neutro
41000515;4300;04 01800001590751;30/03/2025;22;1;85,8;9;2025-03;Promotor
39187529;1000;04 0120000106231104;28/02/2025;0,36;1;3,89;3;2025-02;Detrator
39854087;1000;04 0089000040880101;06/04/2025;8,87;2;35,98;3;2025-04;Detrator
39395806;1000;04 0273000027084101;11/01/2025;4,66;6;17,59;3;2025-01;Detrator
40224736;1000;04 0001000410617102;18/04/2025;9,47;1;36,99;9;2025-04;Promotor
40039828;4600;04 01350000599741;02/03/2025;6,48;1;35,99;4;2025-03;Detrator
32059745;1000;04 0132000028206101;25/02/2025;22,88;1;92,7;4;2025-02;Detrator
40497311;3000;04 01220001815281;24/02/2025;13,01;1;140,69;5;2025-02;Detrator
39239090;1000;04 0244000028169103;29/04/2025;1,75;1;18,9;1;2025-04;Detrator
39308251;3000;04 00800002022821;17/03/2025;10,57;1;62,17;8;2025-03;Neutro
44004867;1000;04 0168000059589101;26/02/2025;11,1;1;119,99;3;2025-02;Detrator
39190178;4300;04 00610004423941;19/02/2025;0,68;2;7,42;2;2025-02;Detrator
40037490;3000;04 01390001187451;20/02/2025;7,67;1;82,89;1;2025-02;Detrator
39790643;3000;04 00880004007281;09/03/2025;71,41;1;256,41;7;2025-03;Neutro
39923878;3000;04 00800002088641;26/04/2025;2,1;1;8,49;2;2025-04;Detrator
39187529;1000;04 0120000099953103;06/04/2025;1,85;1;19,99;1;2025-04;Detrator
39732759;4300;04 02020000986471;29/04/2025;8,68;1;34,57;4;2025-04;Detrator
39498495;1000;04 0210000050748105;22/03/2025;5,92;1;63,99;3;2025-03;Detrator
39753732;1000;04 0173000088464101;29/03/2025;8,01;4;25,56;10;2025-03;Promotor
39949452;3000;04 01430001536841;28/04/2025;25,88;1;92,89;4;2025-04;Detrator
39409046;1000;04 0172000043123104;08/04/2025;0,99;1;3,59;9;2025-04;Promotor
39306045;1000;04 0041000370345103;26/02/2025;4,35;1;16,99;9;2025-02;Promotor
40251264;4300;04 00820003322651;13/01/2025;0,75;1;3,82;5;2025-01;Detrator
49012316;1000;04 0278000040903101;22/04/2025;3,07;1;12;10;2025-04;Promotor
40036845;1000;04 0035000454560102;08/01/2025;3,81;1;14,9;5;2025-01;Detrator
39218094;3000;04 01800001513701;27/02/2025;2,3;1;24,9;6;2025-02;Detrator
39262943;3000;04 02630000546151;13/04/2025;6,82;1;73,7;3;2025-04;Detrator
39565937;3000;04 02260000913071;25/04/2025;30,22;1;326,69;8;2025-04;Neutro
49012316;1000;04 0278000040903101;22/04/2025;17,91;1;69,99;8;2025-04;Neutro
39138363;1000;04 0183000056410104;01/03/2025;17,91;1;69,99;10;2025-03;Promotor
39498404;1000;04 0032000413081102;22/04/2025;9,49;1;102,6;7;2025-04;Neutro
39819222;4100;04 00840002789251;02/01/2025;13,16;1;90,39;10;2025-01;Promotor
40158683;4100;04 01730002389051;17/01/2025;1,87;1;13,72;6;2025-01;Detrator
40450755;1000;04 0062000159193102;22/02/2025;35,62;1;129,99;5;2025-02;Detrator
39729154;1000;04 0056000173525104;17/01/2025;1,32;4;13,96;10;2025-01;Promotor
39166682;1000;04 0008000472039101;28/01/2025;17,49;1;69,99;4;2025-01;Detrator
40153212;4300;04 02600000058351;02/02/2025;20,3;1;33,8;5;2025-02;Detrator
39662890;4100;04 02630000519451;18/03/2025;14,13;1;152,8;2;2025-03;Detrator
39948510;4100;04 01950000683181;13/01/2025;-16,45;-1;-66,94;5;2025-01;Detrator
40242277;1000;04 0210000050320105;13/03/2025;40,9;2;441,98;2;2025-03;Detrator
40513802;1000;04 0005000209661103;12/04/2025;3,24;1;34,99;8;2025-04;Neutro
39481060;1000;04 0104000131454104;29/03/2025;2,96;1;31,99;9;2025-03;Promotor
40530086;4300;04 02020000968641;19/04/2025;26,05;1;129,61;5;2025-04;Detrator
40630470;1000;04 0229000029074103;25/03/2025;7,99;2;32,4;7;2025-03;Neutro
40001674;4300;04 00530004021531;22/03/2025;5,33;1;17,09;8;2025-03;Neutro
40008258;4100;04 00810002025891;30/04/2025;19,67;1;49,91;3;2025-04;Detrator
39392581;4300;04 02710000570741;27/04/2025;17,16;1;75,47;10;2025-04;Promotor
39239939;3000;04 01780000557481;14/04/2025;21,35;1;230,76;10;2025-04;Promotor
40401332;3000;04 02340000529041;05/02/2025;16,22;1;175,4;3;2025-02;Detrator
40344669;1000;04 0272000008361101;30/01/2025;3,24;1;10,89;7;2025-01;Neutro
40221159;1000;04 0033000034913106;23/02/2025;2,75;1;10,39;3;2025-02;Detrator
39447675;4300;04 02500001020361;11/04/2025;7,34;1;16,02;9;2025-04;Promotor
39709492;1000;04 0132000011760103;08/02/2025;1,57;1;6,34;1;2025-02;Detrator
40224736;1000;04 0030000445574104;04/03/2025;5,04;1;27,99;6;2025-03;Detrator
39440385;1000;04 0102000086130107;27/02/2025;5,29;1;18,99;3;2025-02;Detrator
39441475;3000;04 02170002430861;05/03/2025;3,24;1;17,99;6;2025-03;Detrator
40199840;1000;04 0067000633283103;29/03/2025;8,95;1;34,99;6;2025-03;Detrator
39857625;4300;04 02460001119261;22/01/2025;40,88;1;354,7;5;2025-01;Detrator
39660428;3000;04 01430001395221;06/01/2025;11,39;1;40,9;7;2025-01;Neutro
40627022;3000;04 02450000535401;24/03/2025;13,47;1;145,71;8;2025-03;Neutro
40428363;4500;04 00790002634981;28/02/2025;5,63;1;21,99;7;2025-02;Neutro
39306045;1000;04 0041000370345103;26/02/2025;2,05;1;7,99;5;2025-02;Detrator
39149880;3000;04 02260000823311;02/03/2025;12,32;1;133,19;8;2025-03;Neutro
39577744;3000;04 01970000555631;17/04/2025;20,8;1;224,91;8;2025-04;Neutro
39149880;4600;04 02260000817441;27/02/2025;15,26;1;164,99;2;2025-02;Detrator
40066768;4300;04 00680001661361;18/04/2025;4,82;10;34,33;7;2025-04;Neutro
40603532;1000;04 0229000029537103;03/04/2025;21,71;1;87,99;6;2025-04;Detrator
38789151;4300;04 00490001111611;08/02/2025;6,84;1;33,15;3;2025-02;Detrator
40267056;1000;04 0231000031862103;12/01/2025;0,57;3;6,18;10;2025-01;Promotor
40575474;2000;04 00140061359101;12/03/2025;9,17;1;229,21;1;2025-03;Detrator
38619100;1000;04 0130000058063101;31/03/2025;7,95;1;85,89;6;2025-03;Detrator
39784471;1000;04 0089000038268101;03/03/2025;14,9;1;60,35;3;2025-03;Detrator
39990398;3000;04 01380000988731;22/01/2025;11,87;1;128,24;7;2025-01;Neutro
40563915;4100;04 00950001461201;07/03/2025;4,77;1;18,62;4;2025-03;Detrator
39494104;3000;04 01080005862851;20/02/2025;3,02;1;11,8;6;2025-02;Detrator
40170821;3000;04 01310000319431;09/01/2025;12,12;1;131,09;7;2025-01;Neutro
40242060;3000;04 01050001978481;26/01/2025;0,56;2;6,06;3;2025-01;Detrator
40558330;3000;04 01140003742111;06/03/2025;8,18;1;26,99;3;2025-03;Detrator
40600491;1000;04 0209000067104101;15/03/2025;5,41;1;18,99;2;2025-03;Detrator
39991719;3000;04 01370001826951;08/04/2025;1,79;1;19,34;7;2025-04;Neutro
39425415;3000;04 02130001166281;16/03/2025;3,55;3;38,36;2;2025-03;Detrator
37811248;1000;04 0085000261254101;01/03/2025;4,35;1;16,99;9;2025-03;Promotor
39670134;3000;04 01930000815871;15/04/2025;1,97;1;7,64;3;2025-04;Detrator
39223997;1000;04 0267000014636102;14/01/2025;1,4;1;5,66;2;2025-01;Detrator
40326856;3000;04 02460001272491;20/03/2025;6,99;1;75,59;4;2025-03;Detrator
40181556;2000;04 00140060962311;27/02/2025;-23,41;-1;-82,7;10;2025-02;Promotor
39115798;3000;04 01410001422791;23/01/2025;14,81;1;87,12;2;2025-01;Detrator
39659234;1000;04 0272000025247102;15/04/2025;8,04;1;27;9;2025-04;Promotor
37535912;4401;04 02490001204261;26/01/2025;1,02;4;11,12;5;2025-01;Detrator
32059745;1000;04 0132000029383101;14/03/2025;1,83;1;10,8;3;2025-03;Detrator
40578962;4100;04 00870001214891;10/03/2025;16,77;1;76,19;2;2025-03;Detrator
39623994;1000;04 0272000021644102;04/03/2025;5,37;3;17,98;2;2025-03;Detrator
39993893;1000;04 0001000482010103;29/01/2025;2,56;2;9,98;6;2025-01;Detrator
40043749;1000;04 0069000393462104;25/02/2025;6,57;1;70,99;7;2025-02;Neutro
39358423;4100;04 01060001482951;12/04/2025;-12,18;-20;-125,8;6;2025-04;Detrator
36375441;3000;04 01080006033181;09/04/2025;11,07;10;40,4;6;2025-04;Detrator
40383720;4100;04 01130001878121;30/01/2025;9,58;1;35,59;3;2025-01;Detrator
39713943;3000;04 02770000324951;19/02/2025;16,73;1;62,09;9;2025-02;Promotor
38126208;4300;04 02770000377371;24/03/2025;14,81;1;38,8;3;2025-03;Detrator
40425138;1000;04 0080000075769102;01/03/2025;2,93;2;11,89;8;2025-03;Neutro
39158385;1000;04 0232000015496103;09/03/2025;1,39;1;14,99;3;2025-03;Detrator
39704469;1000;04 0058000222594104;15/02/2025;18,86;1;69,99;7;2025-02;Neutro
40185485;4100;04 01540003710811;23/03/2025;189,14;1;605,89;4;2025-03;Detrator
40351876;1000;04 0266000026184101;18/01/2025;1,16;2;4,74;2;2025-01;Detrator
39614857;3000;04 02460001095591;12/01/2025;18,38;1;62,91;1;2025-01;Detrator
40037061;1000;04 0233000037668101;07/02/2025;5,85;1;29,99;4;2025-02;Detrator
39563917;3000;04 01580000997061;18/04/2025;2,24;3;24,21;1;2025-04;Detrator
40403384;3000;04 01230001553401;25/03/2025;10,88;1;39,09;3;2025-03;Detrator
40224736;1000;04 0030000445574104;04/03/2025;1,2;5;13,18;1;2025-03;Detrator
37152457;1000;04 0150000104372102;31/03/2025;7,99;1;46,99;8;2025-03;Neutro
39449867;1000;04 0067000627864103;08/03/2025;9,72;1;37,99;10;2025-03;Promotor
39308251;3000;04 00800002027621;20/03/2025;9,77;1;39,59;9;2025-03;Promotor
40210786;3000;04 00120002293201;30/04/2025;0,37;1;1,44;6;2025-04;Detrator
39443973;3000;04 01600000276301;04/03/2025;5,82;1;62,91;8;2025-03;Neutro
39425415;3000;04 02130001126471;23/02/2025;7,89;1;26,99;10;2025-02;Promotor
39494104;3000;04 01080005862851;20/02/2025;6,27;1;24,52;3;2025-02;Detrator
40369877;3000;04 00350001653571;05/02/2025;1,27;1;13,65;7;2025-02;Neutro
40206122;1000;04 0245000003734103;31/01/2025;19,55;1;114,99;3;2025-01;Detrator
39254421;3000;04 01250001727521;29/03/2025;1,02;1;3,99;2;2025-03;Detrator
40070017;1000;04 0194000168330101;26/04/2025;5,65;1;60,99;8;2025-04;Neutro
39946679;3000;04 01460002697271;21/01/2025;5,23;1;56,61;4;2025-01;Detrator
40385022;1000;04 0136000033716104;30/04/2025;13,33;1;53,99;4;2025-04;Detrator
39692949;4300;04 01380001043901;12/03/2025;9,53;1;71,87;9;2025-03;Promotor
40257485;1000;04 0198000035420104;14/03/2025;26,5;1;99,99;2;2025-03;Detrator
39919351;1000;04 0210000074317106;05/04/2025;1,58;1;5,4;7;2025-04;Neutro
39262296;1000;04 0277000018208101;29/04/2025;39,46;1;426,6;9;2025-04;Promotor
39149880;4600;04 02260000889181;10/04/2025;15,26;1;164,99;4;2025-04;Detrator
40132828;2000;04 00140060093331;28/01/2025;7,56;1;21,52;1;2025-01;Detrator
39713943;1000;04 0277000015242101;20/02/2025;0,25;1;2,72;10;2025-02;Promotor
39351740;1000;04 0005000206048103;21/03/2025;10,22;2;39,98;9;2025-03;Promotor
40223470;4300;04 01240000807111;03/01/2025;35,08;1;122,47;6;2025-01;Detrator
39993893;1000;04 0016000489198102;16/03/2025;0,58;2;6,38;5;2025-03;Detrator
39762608;1000;04 0109000183891101;14/01/2025;0,33;1;3,49;7;2025-01;Neutro
39627960;1000;04 0257000012030102;20/03/2025;5,47;1;19,99;4;2025-03;Detrator
40158683;1000;04 0094000133293102;24/04/2025;9,42;1;29,99;7;2025-04;Neutro
40344669;1000;04 02720000009374;01/04/2025;-16,79;-1;-60,3;3;2025-04;Detrator
39398107;1000;04 0202000015138106;30/01/2025;0,56;1;5,99;1;2025-01;Detrator
39900034;3000;04 01440002038071;12/02/2025;13,9;1;150,2;7;2025-02;Neutro
39408260;1000;04 0248000026293102;23/02/2025;14,07;1;54,99;10;2025-02;Promotor
40358377;1000;04 0119000001741204;30/04/2025;27,05;1;150,3;10;2025-04;Promotor
39769841;7300;04 70020002442891;24/03/2025;29,97;2;323,97;1;2025-03;Detrator
40480903;3000;04 00770003179911;01/03/2025;9,96;2;37,6;5;2025-03;Detrator
40405604;1000;04 0207000036925101;12/04/2025;13,7;1;49,99;7;2025-04;Neutro
39516966;1000;04 0138000184736101;16/03/2025;3,23;1;12,6;9;2025-03;Promotor
40398378;2003;04 00140060346221;04/02/2025;5,3;1;25,1;10;2025-02;Promotor
39610147;1000;04 0016000001939162;27/04/2025;52,96;1;207;3;2025-04;Detrator
40267056;1000;04 0030000299531103;01/02/2025;5,12;1;19,99;2;2025-02;Detrator
40450755;1000;04 0062000159193102;22/02/2025;28,56;1;168;8;2025-02;Neutro
40070017;1000;04 0194000164988101;08/04/2025;9,47;1;36,99;10;2025-04;Promotor
39152124;3000;04 01390001164731;05/02/2025;1,34;1;14,48;2;2025-02;Detrator
40326856;3000;04 02460001197091;21/02/2025;7,77;1;83,99;7;2025-02;Neutro
39235384;4100;04 02290000900831;13/03/2025;11,64;1;56,2;3;2025-03;Detrator
40232787;4100;04 01070002787201;14/01/2025;17,74;1;133,89;5;2025-01;Detrator
40279591;1000;04 0147000029321105;09/04/2025;10,96;1;39,99;7;2025-04;Neutro
40067633;1000;04 0062000161272102;29/04/2025;1,22;2;13,18;5;2025-04;Detrator
39166682;1000;04 0008000472039101;28/01/2025;13,3;1;51,99;8;2025-01;Neutro
40600791;4300;04 01950000733731;14/03/2025;8,32;1;32,06;9;2025-03;Promotor
39577744;3000;04 01970000516671;14/03/2025;4,06;1;43,89;10;2025-03;Promotor
39729665;4500;04 01130001931621;04/03/2025;0,37;1;3,99;7;2025-03;Neutro
39559859;1000;04 0158000019205101;05/04/2025;18,5;1;199,99;9;2025-04;Promotor
39552507;3000;04 01260000636321;15/03/2025;3,49;1;37,7;6;2025-03;Detrator
40221159;1000;04 0033000037899106;23/04/2025;16,14;1;84,99;4;2025-04;Detrator
32575499;1000;04 0183000017513102;01/02/2025;0,33;1;3,49;1;2025-02;Detrator
40067633;1000;04 0062000157578102;08/01/2025;1,85;1;19,99;7;2025-01;Neutro
40322711;1000;04 0031000329971105;23/02/2025;19,18;1;74,99;7;2025-02;Neutro
40087547;1000;04 0114000149023104;21/04/2025;4,62;1;49,99;10;2025-04;Promotor
40408649;1000;04 0256000071156101;08/02/2025;8,45;1;32,99;3;2025-02;Detrator
39659234;1000;04 0272000025247102;15/04/2025;10,17;1;34,2;7;2025-04;Neutro
40417710;4600;04 00030001006101;09/01/2025;4,6;1;17,99;7;2025-01;Neutro
39755872;1000;04 0211000022992101;16/01/2025;2,25;1;24,3;7;2025-01;Neutro
36649218;4600;04 01740000901831;20/04/2025;2,68;1;28,99;8;2025-04;Neutro
39155690;1000;04 0143000081691103;26/04/2025;2,59;1;9,33;1;2025-04;Detrator
39443355;4100;04 01860001638061;11/02/2025;1,26;1;13,6;1;2025-02;Detrator
40099228;1000;04 0195000041413102;20/03/2025;15,7;1;49,99;7;2025-03;Neutro
40189021;3000;04 00800002016531;13/03/2025;4,39;2;17,82;7;2025-03;Neutro
39762608;1000;04 0109000133392103;28/04/2025;0,3;1;3,29;3;2025-04;Detrator
40344669;1000;04 0272000009882101;06/03/2025;12,49;1;41,99;3;2025-03;Detrator
40334780;1000;04 0088000099502103;12/01/2025;3,69;1;17,99;2;2025-01;Detrator
40322822;2000;04 00140059670081;15/01/2025;48,03;2;307,88;5;2025-01;Detrator
39887220;4100;04 00790002660341;16/03/2025;32,23;1;125,99;9;2025-03;Promotor
39899301;4100;04 01730002454301;11/02/2025;13,18;1;54,91;4;2025-02;Detrator
40124520;4100;04 01810000801071;07/02/2025;16,53;1;64,62;9;2025-02;Promotor
39258852;1000;04 0092000390843102;27/04/2025;7,03;1;75,99;8;2025-04;Neutro
39659262;1000;04 0081000034101101;15/01/2025;7,65;1;44,99;4;2025-01;Detrator
39751134;3000;04 02720000103381;05/03/2025;37,11;1;133,19;2;2025-03;Detrator
40066768;4300;04 02630000518871;17/03/2025;19,63;3;56,36;9;2025-03;Promotor
40503573;3000;04 00790002663271;17/03/2025;7,45;1;29,06;4;2025-03;Detrator
39615257;3000;04 00290001262491;12/01/2025;18,53;1;69,9;10;2025-01;Promotor
39627960;1000;04 0257000036217101;15/02/2025;8,22;1;29,99;2;2025-02;Detrator
40350542;1000;04 0182000033093101;15/02/2025;5,92;2;63,98;1;2025-02;Detrator
36131602;1000;04 0266000042318102;02/04/2025;13,33;1;54;9;2025-04;Promotor
39458933;1000;04 0071000389671101;13/01/2025;0,29;1;3,19;8;2025-01;Neutro
40303777;4600;04 01960001985461;21/02/2025;6,94;1;74,99;4;2025-02;Detrator
39659234;1000;04 0272000022441102;13/03/2025;9,84;1;47,99;9;2025-03;Promotor
38728323;1000;04 0132000027927101;21/02/2025;1,64;2;6,58;2;2025-02;Detrator
40150150;1000;04 0030000301087103;09/02/2025;0,29;1;3,19;8;2025-02;Neutro
39564969;3000;04 00050000970351;01/02/2025;10,67;1;41,71;8;2025-02;Neutro
38666606;3000;04 02130001043331;07/01/2025;19,21;1;65,71;9;2025-01;Promotor
39409046;1000;04 0172000023245102;03/04/2025;4,66;2;16,98;8;2025-04;Neutro
38306783;1000;04 0091000021283A;15/03/2025;2,21;1;23,9;1;2025-03;Detrator
40612307;4300;04 02710000502191;18/03/2025;56,92;1;199,76;5;2025-03;Detrator
40070017;1000;04 0194000157187101;25/02/2025;6,39;1;24,99;9;2025-02;Promotor
