COD_CLIENTE,DATA_CADASTRO,DATA_NASCIMENTO,CELULAR_VALIDO,E_MAIL_VALIDO,OPT_OUT,Idade,Faixa_Idade
39253491,2024-06-27,1997-06-13,Não,Sim,Não,28,21 a 30
39944805,2024-09-13,1974-02-05,Não,Sim,Sim,51,>=51
39587678,2024-05-26,2003-10-06,Não,Sim,Não,21,21 a 30
39955089,2024-09-16,2001-08-30,Não,Sim,Não,23,21 a 30
32773099,2024-12-19,1973-09-11,Não,Sim,Sim,51,>=51
40183632,2024-11-27,1995-03-16,Não,Sim,Sim,30,21 a 30
39119185,2024-01-03,1994-09-30,Não,Sim,Não,30,21 a 30
38677298,2024-07-15,1996-06-22,Não,Sim,Não,29,21 a 30
39240505,2024-02-08,2003-01-03,Não,Sim,Não,22,21 a 30
39637224,2024-06-10,1995-08-25,Não,Sim,Não,29,21 a 30
40326856,2025-01-10,1977-06-19,Não,Sim,Não,48,41 a 50
38526954,2024-02-19,2006-02-22,Não,Sim,Não,19,<=20
39761586,2024-07-18,1996-06-27,Não,Sim,Não,28,21 a 30
39357846,2024-03-14,1977-08-13,Não,Sim,Não,47,41 a 50
39444836,2024-04-11,1981-11-20,Não,Sim,Não,43,41 a 50
40431537,2025-03-08,1991-06-28,Não,Sim,Não,33,31 a 40
40336888,2025-01-13,2003-05-10,Não,Sim,Não,22,21 a 30
39460352,2024-04-16,1980-08-25,Não,Sim,Sim,44,41 a 50
39964733,2024-09-19,1996-01-15,Não,Sim,Não,29,21 a 30
39250831,2024-02-10,2002-12-15,Não,Sim,Sim,22,21 a 30
39124576,2024-01-05,1974-08-26,Não,Sim,Não,50,41 a 50
39141566,2024-03-06,2001-08-07,Não,Sim,Não,23,21 a 30
39589436,2024-05-27,1976-11-24,Não,Sim,Sim,48,41 a 50
40700059,2025-05-26,2005-06-01,Não,Sim,Não,20,<=20
32939184,2024-09-26,1991-02-26,Não,Sim,Não,34,31 a 40
39432775,2024-04-07,2000-11-30,Não,Sim,Não,24,21 a 30
39302565,2024-02-26,1993-11-03,Não,Sim,Não,31,31 a 40
39623568,2024-06-06,2001-10-24,Não,Sim,Não,23,21 a 30
39443973,2024-04-10,2001-10-23,Não,Sim,Não,23,21 a 30
39100023,2023-12-31,2001-08-15,Não,Sim,Não,23,21 a 30
40650049,2025-05-08,1962-06-06,Não,Sim,Não,63,>=51
39415504,2024-04-01,1971-02-01,Não,Sim,Não,54,>=51
39918673,2024-09-28,1983-10-21,Não,Sim,Não,41,41 a 50
40275573,2024-12-23,2000-12-28,Não,Sim,Não,24,21 a 30
38351598,2025-05-05,1978-10-25,Não,Sim,Não,46,41 a 50
39624465,2024-06-06,1981-02-06,Não,Sim,Não,44,41 a 50
39688550,2024-06-26,1999-04-21,Não,Sim,Não,26,21 a 30
40362187,2025-01-21,1998-05-13,Não,Sim,Não,27,21 a 30
39742761,2024-07-13,1963-08-14,Não,Sim,Sim,61,>=51
39675741,2024-07-20,1994-07-30,Não,Sim,Não,30,21 a 30
39507753,2024-05-02,1985-12-08,Não,Sim,Não,39,31 a 40
35998226,2025-03-30,1990-12-21,Não,Sim,Não,34,31 a 40
39572507,2024-05-22,1943-10-23,Não,Sim,Sim,81,>=51
39201571,2024-01-27,1996-02-11,Não,Sim,Não,29,21 a 30
39240261,2024-02-07,1986-12-07,Não,Sim,Não,38,31 a 40
36134509,2025-04-02,2004-04-18,Não,Sim,Não,21,21 a 30
40232787,2025-01-14,2001-11-07,Não,Sim,Não,23,21 a 30
39569618,2024-05-21,1971-01-16,Não,Sim,Sim,54,>=51
37811448,2024-02-07,2001-05-12,Não,Sim,Não,24,21 a 30
40443092,2025-02-19,1993-09-10,Não,Sim,Não,31,31 a 40
36501139,2025-04-12,1998-10-15,Não,Sim,Não,26,21 a 30
39271303,2024-02-17,1991-05-13,Não,Sim,Não,34,31 a 40
39431954,2024-04-07,1991-09-20,Não,Sim,Não,33,31 a 40
40154450,2024-11-19,1989-04-23,Não,Sim,Não,36,31 a 40
39763574,2024-07-19,1990-11-16,Não,Sim,Não,34,31 a 40
39526311,2024-05-08,2007-03-07,Não,Sim,Não,18,<=20
40383720,2025-01-30,1957-02-24,Não,Sim,Não,68,>=51
39125989,2024-01-05,2000-06-16,Não,Sim,Não,25,21 a 30
39757470,2024-07-18,1981-05-22,Não,Sim,Não,44,41 a 50
40206122,2024-12-02,1982-06-05,Não,Sim,Não,43,41 a 50
39885140,2024-08-25,2001-01-29,Não,Sim,Não,24,21 a 30
40691210,2025-05-23,1990-03-07,Não,Sim,Não,35,31 a 40
38576335,2024-09-12,2001-10-02,Não,Sim,Não,23,21 a 30
40350866,2025-01-18,2002-12-03,Não,Sim,Sim,22,21 a 30
40278285,2024-12-24,1997-04-25,Não,Sim,Não,28,21 a 30
39918153,2024-09-05,1996-10-15,Não,Sim,Não,28,21 a 30
39451008,2024-04-13,1984-11-21,Não,Sim,Não,40,31 a 40
40707634,2025-05-29,1980-11-21,Não,Sim,Não,44,41 a 50
40513550,2025-03-03,2006-06-02,Não,Sim,Não,19,<=20
35137353,2025-05-02,2000-09-12,Não,Sim,Não,24,21 a 30
40249766,2025-02-21,1993-10-21,Não,Sim,Não,31,31 a 40
40322274,2025-01-08,1970-08-02,Não,Sim,Não,54,>=51
39212451,2024-01-31,1991-05-10,Não,Sim,Não,34,31 a 40
39277867,2024-02-18,1998-03-20,Não,Sim,Não,27,21 a 30
39786036,2024-07-25,1997-12-18,Não,Sim,Sim,27,21 a 30
39798906,2024-10-05,1992-03-01,Não,Sim,Não,33,31 a 40
39344188,2024-03-10,1988-07-10,Não,Sim,Não,36,31 a 40
40304461,2025-01-02,1983-01-05,Não,Sim,Não,42,41 a 50
39333715,2024-03-07,1994-07-26,Não,Sim,Sim,30,21 a 30
37216074,2025-02-04,1968-09-06,Não,Sim,Não,56,>=51
39630568,2024-06-08,2001-09-11,Não,Sim,Não,23,21 a 30
40054154,2024-10-20,2004-04-19,Não,Sim,Sim,21,21 a 30
40093788,2024-11-25,1993-09-07,Não,Sim,Não,31,31 a 40
39690931,2024-06-27,2001-11-07,Não,Sim,Não,23,21 a 30
39867453,2024-08-19,1988-05-10,Não,Sim,Sim,37,31 a 40
39150266,2024-01-12,1971-08-30,Não,Sim,Não,53,>=51
39035045,2024-08-09,2004-01-24,Não,Sim,Sim,21,21 a 30
39556198,2024-10-06,1989-12-11,Não,Sim,Não,35,31 a 40
39386809,2024-03-24,1999-04-02,Não,Sim,Não,26,21 a 30
39919447,2024-09-05,2006-01-27,Não,Sim,Não,19,<=20
39934173,2024-09-09,1983-04-11,Não,Sim,Sim,42,41 a 50
39846187,2024-09-06,1986-08-11,Não,Sim,Não,38,31 a 40
39392581,2024-03-28,2002-03-29,Não,Sim,Sim,23,21 a 30
40579847,2025-03-10,1992-04-30,Não,Sim,Sim,33,31 a 40
40151955,2024-11-19,1993-07-02,Não,Sim,Não,31,31 a 40
40140335,2024-11-16,1997-01-08,Não,Sim,Não,28,21 a 30
39850104,2024-08-14,1990-07-24,Não,Sim,Não,34,31 a 40
40057731,2024-10-22,1981-06-25,Não,Sim,Não,44,41 a 50
39433361,2024-04-07,1978-05-11,Não,Sim,Sim,47,41 a 50
40497371,2024-03-03,1981-11-09,Não,Sim,Não,43,41 a 50
40072741,2024-10-27,1985-06-06,Não,Sim,Não,40,31 a 40
39122818,2024-01-05,1995-03-02,Não,Sim,Não,30,21 a 30
39729665,2024-11-20,2000-11-17,Não,Sim,Não,24,21 a 30
39501419,2024-05-02,1991-10-24,Não,Sim,Não,33,31 a 40
40071679,2024-10-26,1994-05-26,Não,Sim,Não,31,31 a 40
39179234,2024-01-20,1979-11-08,Não,Sim,Sim,45,41 a 50
39380854,2024-03-22,2007-10-30,Não,Sim,Não,17,<=20
40297846,2024-12-30,1974-09-03,Não,Sim,Não,50,41 a 50
39262296,2024-02-14,1982-08-19,Não,Sim,Não,42,41 a 50
38567300,2024-02-15,1987-08-28,Não,Sim,Sim,37,31 a 40
40075507,2024-10-28,1967-01-19,Não,Sim,Não,58,>=51
39186197,2024-01-22,1991-11-05,Não,Sim,Não,33,31 a 40
39842405,2024-08-13,1983-12-22,Não,Sim,Sim,41,41 a 50
39644227,2024-06-13,1989-11-15,Não,Sim,Não,35,31 a 40
39281163,2024-02-19,1993-11-15,Não,Sim,Não,31,31 a 40
39668277,2024-06-20,1980-11-27,Não,Sim,Sim,44,41 a 50
40464370,2024-01-26,1946-11-04,Não,Sim,Não,78,>=51
39334042,2024-03-07,2004-07-19,Não,Sim,Não,20,<=20
39278324,2024-05-27,1992-11-09,Não,Sim,Sim,32,31 a 40
40356458,2025-01-19,1985-10-24,Não,Sim,Não,39,31 a 40
39258876,2024-02-13,1995-08-02,Não,Sim,Não,29,21 a 30
39866956,2024-11-08,2002-06-24,Não,Sim,Não,23,21 a 30
40379044,2025-01-28,1983-10-15,Não,Sim,Sim,41,41 a 50
39132085,2024-01-07,1977-09-26,Não,Sim,Não,47,41 a 50
39775894,2024-10-19,2002-05-15,Não,Sim,Não,23,21 a 30
39289349,2024-02-22,2000-06-06,Não,Sim,Não,25,21 a 30
40602707,2025-03-14,1998-05-05,Não,Sim,Não,27,21 a 30
37354332,2025-04-07,1988-05-09,Não,Sim,Não,37,31 a 40
39180964,2024-11-20,1977-03-10,Não,Sim,Não,48,41 a 50
38890251,2024-07-13,1961-11-06,Não,Sim,Não,63,>=51
39855777,2024-08-16,1997-09-05,Não,Sim,Não,27,21 a 30
39643454,2024-06-12,1984-10-09,Não,Sim,Não,40,31 a 40
37641194,2025-02-01,1992-10-22,Não,Sim,Não,32,31 a 40
39918304,2024-09-05,1979-06-02,Não,Sim,Não,46,41 a 50
39398107,2024-03-27,2000-02-04,Não,Sim,Não,25,21 a 30
39192455,2024-01-25,1979-06-22,Não,Sim,Não,46,41 a 50
39434435,2024-08-21,1976-11-22,Não,Sim,Não,48,41 a 50
40381653,2025-01-29,1994-08-02,Não,Sim,Não,30,21 a 30
38870463,2024-03-12,2000-04-03,Não,Sim,Não,25,21 a 30
40371088,2025-01-25,1976-07-24,Não,Sim,Não,48,41 a 50
40424004,2025-02-12,1959-01-04,Não,Sim,Não,66,>=51
39394785,2024-03-26,1979-04-30,Não,Sim,Não,46,41 a 50
39028276,2024-04-02,1983-02-04,Não,Sim,Não,42,41 a 50
39641924,2024-06-11,1999-12-26,Não,Sim,Não,25,21 a 30
39702100,2024-08-10,1989-07-16,Não,Sim,Não,35,31 a 40
39324491,2024-03-04,1984-04-28,Não,Sim,Não,41,41 a 50
39026609,2025-03-06,2001-11-23,Não,Sim,Não,23,21 a 30
39166691,2024-01-17,2000-12-06,Não,Sim,Não,24,21 a 30
39665910,2024-06-22,1978-11-06,Não,Sim,Não,46,41 a 50
39616595,2024-06-04,1976-08-16,Não,Sim,Não,48,41 a 50
39354283,2024-03-14,1977-05-17,Não,Sim,Não,48,41 a 50
39689163,2024-06-26,1970-04-09,Não,Sim,Não,55,>=51
40347278,2025-01-16,1951-06-06,Não,Sim,Não,74,>=51
39128071,2024-01-06,1997-03-13,Não,Sim,Não,28,21 a 30
39623994,2024-06-06,1993-10-12,Não,Sim,Não,31,31 a 40
39327471,2024-03-05,1987-05-06,Não,Sim,Não,38,31 a 40
39671645,2024-06-21,2006-06-18,Não,Sim,Não,19,<=20
40112276,2024-11-08,2000-03-11,Não,Sim,Não,25,21 a 30
39450643,2024-04-13,1981-03-01,Não,Sim,Sim,44,41 a 50
39633048,2024-06-09,1971-11-22,Não,Sim,Não,53,>=51
40575474,2025-03-09,1998-10-14,Não,Sim,Não,26,21 a 30
40308285,2025-01-03,1994-12-20,Não,Sim,Não,30,21 a 30
39005228,2024-08-28,2002-03-11,Não,Sim,Não,23,21 a 30
39489009,2024-04-26,1994-11-03,Não,Sim,Não,30,21 a 30
40516664,2025-03-04,1999-08-27,Não,Sim,Não,25,21 a 30
39324997,2024-04-13,1998-02-17,Não,Sim,Não,27,21 a 30
39591638,2024-05-27,1995-03-16,Não,Sim,Não,30,21 a 30
40062367,2024-10-23,1984-02-27,Não,Sim,Não,41,41 a 50
36580782,2025-04-16,1994-01-10,Não,Sim,Não,31,31 a 40
39121854,2024-02-04,2002-08-27,Não,Sim,Não,22,21 a 30
39702507,2024-07-01,1965-10-31,Não,Sim,Não,59,>=51
39592374,2024-05-28,2004-02-25,Não,Sim,Não,21,21 a 30
40211380,2024-12-04,1988-05-20,Não,Sim,Não,37,31 a 40
39149880,2024-04-26,1992-08-05,Não,Sim,Não,32,31 a 40
40453476,2024-01-15,2001-05-30,Não,Sim,Não,24,21 a 30
39673163,2024-06-21,1984-10-13,Não,Sim,Não,40,31 a 40
40245904,2024-12-14,2001-06-03,Não,Sim,Não,24,21 a 30
39709978,2024-07-03,1965-01-20,Não,Sim,Não,60,>=51
33263541,2024-12-21,1982-10-07,Não,Sim,Não,42,41 a 50
40100335,2024-11-05,2002-01-15,Não,Sim,Sim,23,21 a 30
39471434,2024-04-19,2000-04-22,Não,Sim,Sim,25,21 a 30
39260657,2024-02-14,2000-04-18,Não,Sim,Não,25,21 a 30
39869172,2024-08-20,1998-10-01,Não,Sim,Não,26,21 a 30
40272687,2024-12-22,1987-01-15,Não,Sim,Não,38,31 a 40
40065033,2024-10-24,1978-02-28,Não,Sim,Não,47,41 a 50
40157507,2024-11-20,1969-05-06,Não,Sim,Não,56,>=51
40184885,2025-04-27,2003-01-07,Não,Sim,Não,22,21 a 30
38669647,2024-08-07,2000-08-21,Não,Sim,Não,24,21 a 30
40370868,2025-01-25,2004-02-18,Não,Sim,Não,21,21 a 30
40578577,2025-03-09,2003-10-20,Não,Sim,Não,21,21 a 30
39564484,2024-05-19,1996-10-14,Não,Sim,Não,28,21 a 30
36609430,2025-04-17,1994-07-15,Não,Sim,Não,30,21 a 30
37535912,2024-11-18,1959-02-13,Não,Sim,Não,66,>=51
39394780,2024-03-26,1975-11-26,Não,Sim,Não,49,41 a 50
40414844,2025-02-09,1971-01-20,Não,Sim,Não,54,>=51
39614857,2024-06-20,1999-11-29,Não,Sim,Não,25,21 a 30
40437792,2025-02-17,1983-08-17,Não,Sim,Não,41,41 a 50
40070017,2024-10-26,1997-02-07,Não,Sim,Não,28,21 a 30
39395806,2024-03-26,1992-05-15,Não,Sim,Não,33,31 a 40
39118779,2024-01-03,1995-01-09,Não,Sim,Sim,30,21 a 30
39545489,2025-05-15,1980-09-21,Não,Sim,Não,44,41 a 50
39993893,2024-10-07,2001-02-11,Não,Sim,Não,24,21 a 30
40219908,2024-12-06,1995-06-28,Não,Sim,Não,29,21 a 30
38549693,2024-04-18,1986-01-06,Não,Sim,Não,39,31 a 40
39128698,2024-01-06,1908-09-30,Não,Sim,Não,116,>=51
39617220,2024-06-04,1999-06-17,Não,Sim,Não,26,21 a 30
36035098,2025-03-30,2002-04-15,Não,Sim,Não,23,21 a 30
40451526,2024-01-13,1972-04-08,Não,Sim,Não,53,>=51
40687832,2025-05-22,1994-10-11,Não,Sim,Não,30,21 a 30
39199404,2024-02-24,2004-08-11,Não,Sim,Não,20,<=20
39451188,2024-04-13,1996-11-16,Não,Sim,Não,28,21 a 30
40455388,2025-02-24,1992-01-24,Não,Sim,Não,33,31 a 40
39866358,2024-08-19,1965-03-31,Não,Sim,Não,60,>=51
39806328,2024-08-01,1998-08-22,Não,Sim,Não,26,21 a 30
39584143,2024-05-25,1996-06-24,Não,Sim,Não,29,21 a 30
39907038,2024-09-01,1982-10-20,Não,Sim,Não,42,41 a 50
39382842,2024-03-22,1980-02-12,Não,Sim,Não,45,41 a 50
40631642,2025-03-25,1996-10-09,Não,Sim,Não,28,21 a 30
40190812,2024-11-29,1986-05-03,Não,Sim,Não,39,31 a 40
40456954,2024-01-19,1996-09-30,Não,Sim,Não,28,21 a 30
40095778,2024-11-03,2003-05-21,Não,Sim,Não,22,21 a 30
40351580,2025-01-18,1975-12-22,Não,Sim,Não,49,41 a 50
39425621,2024-04-21,1999-12-13,Não,Sim,Não,25,21 a 30
39196385,2024-01-25,1981-08-26,Não,Sim,Não,43,41 a 50
39549385,2024-05-15,1986-08-08,Não,Sim,Sim,38,31 a 40
39355662,2024-03-16,2000-01-05,Não,Sim,Não,25,21 a 30
39218802,2024-02-01,2004-03-26,Não,Sim,Sim,21,21 a 30
38637202,2024-11-24,1988-01-18,Não,Sim,Não,37,31 a 40
39515913,2024-05-04,1986-02-06,Não,Sim,Não,39,31 a 40
39612767,2024-06-03,1989-06-24,Não,Sim,Sim,36,31 a 40
39629080,2024-06-08,1985-08-14,Não,Sim,Não,39,31 a 40
40502110,2025-03-19,1987-04-29,Não,Sim,Não,38,31 a 40
38141919,2024-04-19,1987-02-17,Não,Sim,Sim,38,31 a 40
39272732,2024-02-17,2004-06-30,Não,Sim,Não,20,<=20
40169066,2024-11-25,1982-12-18,Não,Sim,Não,42,41 a 50
39919842,2024-09-05,2000-11-19,Não,Sim,Não,24,21 a 30
37306483,2024-08-28,1963-02-13,Não,Sim,Sim,62,>=51
39604188,2024-07-09,1985-07-08,Não,Sim,Não,39,31 a 40
39513891,2024-09-24,2000-11-30,Não,Sim,Não,24,21 a 30
39129877,2024-01-06,1974-07-09,Não,Sim,Não,50,41 a 50
40231329,2024-12-09,1994-10-15,Não,Sim,Não,30,21 a 30
39414182,2024-04-01,1967-05-03,Não,Sim,Não,58,>=51
39291003,2024-02-25,1992-04-11,Não,Sim,Não,33,31 a 40
39168959,2024-01-19,1995-11-06,Não,Sim,Não,29,21 a 30
40602487,2025-03-14,1986-07-29,Não,Sim,Não,38,31 a 40
39586677,2024-05-26,1967-07-29,Não,Sim,Sim,57,>=51
40172498,2024-11-24,1957-03-31,Não,Sim,Não,68,>=51
39683036,2024-08-25,1985-09-27,Não,Sim,Não,39,31 a 40
39556370,2024-05-17,1992-09-13,Não,Sim,Não,32,31 a 40
39829562,2024-08-09,1994-08-17,Não,Sim,Não,30,21 a 30
39422285,2024-05-06,1974-02-05,Não,Sim,Não,51,>=51
40167876,2024-11-23,1992-11-22,Não,Sim,Sim,32,31 a 40
39938571,2024-09-11,1955-01-15,Não,Sim,Sim,70,>=51
39095733,2024-09-29,1983-12-12,Não,Sim,Não,41,41 a 50
39910630,2024-10-24,1989-01-24,Não,Sim,Não,36,31 a 40
39820732,2024-08-10,1995-09-24,Não,Sim,Não,29,21 a 30
40426144,2025-04-08,2002-09-03,Não,Sim,Não,22,21 a 30
40599658,2025-03-13,1970-07-04,Não,Sim,Não,54,>=51
39768876,2024-07-20,1989-03-15,Não,Sim,Não,36,31 a 40
40294507,2024-12-29,1998-11-02,Não,Sim,Não,26,21 a 30
39791049,2024-07-27,1974-04-03,Não,Sim,Sim,51,>=51
40344669,2025-01-15,1958-05-16,Não,Sim,Sim,67,>=51
32059745,2024-06-24,1993-06-25,Não,Sim,Não,32,31 a 40
39386577,2024-03-23,1992-09-25,Não,Sim,Sim,32,31 a 40
40416855,2025-02-10,1994-04-02,Não,Sim,Não,31,31 a 40
39949452,2024-09-14,1982-04-04,Não,Sim,Não,43,41 a 50
39299805,2024-02-25,1998-12-21,Não,Sim,Sim,26,21 a 30
40312377,2025-01-05,1996-11-14,Não,Sim,Não,28,21 a 30
36664614,2025-04-21,1977-10-04,Não,Sim,Não,47,41 a 50
39679849,2024-06-23,1995-02-24,Não,Sim,Não,30,21 a 30
40356997,2025-01-19,1996-12-10,Não,Sim,Não,28,21 a 30
39751999,2024-07-15,1981-06-18,Não,Sim,Não,44,41 a 50
36595114,2025-04-16,2006-04-07,Não,Sim,Não,19,<=20
40023738,2024-10-28,1991-05-09,Não,Sim,Não,34,31 a 40
39494104,2024-04-27,1996-01-14,Não,Sim,Não,29,21 a 30
40710490,2025-05-30,1985-03-05,Não,Sim,Não,40,31 a 40
36080718,2025-03-31,1978-03-14,Não,Sim,Não,47,41 a 50
40056441,2024-10-21,1965-01-12,Não,Sim,Não,60,>=51
39866834,2024-08-19,1989-05-05,Não,Sim,Não,36,31 a 40
39217558,2024-02-06,1986-04-26,Não,Sim,Não,39,31 a 40
39576317,2024-05-23,1965-11-18,Não,Sim,Sim,59,>=51
39995356,2024-10-21,1983-02-09,Não,Sim,Não,42,41 a 50
40094197,2024-12-29,1980-04-03,Não,Sim,Não,45,41 a 50
39240578,2024-02-09,1978-08-09,Não,Sim,Sim,46,41 a 50
40579249,2025-03-10,1998-10-23,Não,Sim,Sim,26,21 a 30
39709492,2024-07-03,1997-11-18,Não,Sim,Sim,27,21 a 30
40347769,2025-04-09,1997-12-13,Não,Sim,Não,27,21 a 30
38253774,2024-05-20,1998-11-23,Não,Sim,Sim,26,21 a 30
39567300,2024-05-20,2000-06-12,Não,Sim,Não,25,21 a 30
39506930,2024-05-01,1996-03-22,Não,Sim,Não,29,21 a 30
37240551,2024-06-02,1965-10-31,Não,Sim,Não,59,>=51
40397153,2025-02-03,2004-10-01,Não,Sim,Não,20,<=20
40642782,2025-05-23,1990-10-09,Não,Sim,Não,34,31 a 40
39458586,2024-04-15,1991-08-09,Não,Sim,Não,33,31 a 40
39669872,2024-06-20,1953-02-13,Não,Sim,Não,72,>=51
40333934,2025-01-12,1997-01-31,Não,Sim,Não,28,21 a 30
39812845,2024-08-29,1994-11-05,Não,Sim,Não,30,21 a 30
39659262,2024-06-17,1989-04-21,Não,Sim,Não,36,31 a 40
37511248,2025-06-01,1981-03-13,Não,Sim,Não,44,41 a 50
36266943,2025-04-07,2002-03-19,Não,Sim,Não,23,21 a 30
39814310,2024-08-03,1978-09-18,Não,Sim,Não,46,41 a 50
40309346,2025-01-04,1972-09-16,Não,Sim,Sim,52,>=51
60576172,2024-12-10,1996-01-17,Não,Sim,Não,29,21 a 30
39352780,2024-03-12,1993-09-21,Não,Sim,Não,31,31 a 40
39543246,2024-05-13,1987-05-05,Não,Sim,Não,38,31 a 40
35115965,2025-05-01,2004-11-10,Não,Sim,Não,20,<=20
39448136,2024-04-12,1997-04-25,Não,Sim,Não,28,21 a 30
39962915,2024-09-19,1992-06-13,Não,Sim,Sim,33,31 a 40
36688810,2025-04-23,1998-03-26,Não,Sim,Não,27,21 a 30
38136889,2024-11-21,1997-03-23,Não,Sim,Não,28,21 a 30
39425685,2024-04-06,1971-09-13,Não,Sim,Não,53,>=51
40198219,2024-11-30,2001-08-01,Não,Sim,Não,23,21 a 30
37573744,2024-11-15,1989-08-05,Não,Sim,Não,35,31 a 40
40040550,2024-10-16,1980-09-08,Não,Sim,Não,44,41 a 50
38448397,2024-01-19,1998-04-02,Não,Sim,Não,27,21 a 30
39373561,2024-03-31,1975-03-21,Não,Sim,Não,50,41 a 50
40132631,2024-11-14,1999-05-14,Não,Sim,Não,26,21 a 30
39579501,2024-05-24,1980-06-03,Não,Sim,Não,45,41 a 50
39903203,2024-08-31,2001-05-11,Não,Sim,Não,24,21 a 30
39509021,2024-05-14,1989-08-21,Não,Sim,Não,35,31 a 40
39843275,2024-08-12,1967-09-16,Não,Sim,Não,57,>=51
40503573,2024-03-09,1992-09-26,Não,Sim,Sim,32,31 a 40
39389556,2024-03-25,1998-11-29,Não,Sim,Não,26,21 a 30
49009511,2024-09-13,1979-08-07,Não,Sim,Não,45,41 a 50
39185786,2024-01-22,1997-04-10,Não,Sim,Não,28,21 a 30
39583932,2024-05-25,1981-11-07,Não,Sim,Não,43,41 a 50
36629245,2025-04-20,2005-11-27,Não,Sim,Não,19,<=20
40637455,2025-03-28,1994-10-05,Não,Sim,Não,30,21 a 30
40275634,2024-12-23,1986-10-02,Não,Sim,Não,38,31 a 40
40131164,2024-11-13,1990-07-24,Não,Sim,Não,34,31 a 40
40579277,2025-03-11,1996-07-05,Não,Sim,Não,28,21 a 30
40649014,2025-05-07,2003-12-23,Não,Sim,Não,21,21 a 30
39738951,2024-07-11,1964-11-08,Não,Sim,Não,60,>=51
40479421,2024-02-12,1979-12-11,Não,Sim,Não,45,41 a 50
40552482,2025-03-06,1967-11-20,Não,Sim,Não,57,>=51
36539099,2025-04-14,1986-08-05,Não,Sim,Não,38,31 a 40
40512454,2025-03-03,1996-11-13,Não,Sim,Não,28,21 a 30
39725000,2024-07-07,1991-07-11,Não,Sim,Não,33,31 a 40
39525887,2024-05-08,1980-11-19,Não,Sim,Não,44,41 a 50
40531645,2024-04-05,1995-06-06,Não,Sim,Sim,30,21 a 30
61004464,2025-02-08,2002-06-04,Não,Sim,Não,23,21 a 30
39754665,2024-07-16,2001-07-28,Não,Sim,Não,23,21 a 30
40244557,2024-12-22,2000-11-22,Não,Sim,Não,24,21 a 30
40161159,2024-11-21,1994-01-31,Não,Sim,Não,31,31 a 40
39131085,2024-01-07,1972-12-17,Não,Sim,Não,52,>=51
39743895,2024-07-14,2003-07-12,Não,Sim,Não,21,21 a 30
39622021,2024-06-06,1981-05-09,Não,Sim,Não,44,41 a 50
40153212,2024-11-19,1980-08-20,Não,Sim,Sim,44,41 a 50
40653217,2025-05-09,1981-03-09,Não,Sim,Não,44,41 a 50
39342384,2024-03-10,1975-06-14,Não,Sim,Não,50,41 a 50
40256896,2024-12-17,1967-10-09,Não,Sim,Sim,57,>=51
39506505,2024-05-01,1997-12-25,Não,Sim,Não,27,21 a 30
39195815,2024-01-27,1994-07-08,Não,Sim,Sim,30,21 a 30
38018810,2024-01-17,1978-07-08,Não,Sim,Não,46,41 a 50
40241612,2024-12-14,1980-10-08,Não,Sim,Não,44,41 a 50
39929826,2024-09-27,1998-07-06,Não,Sim,Não,26,21 a 30
40367817,2025-01-24,1997-07-02,Não,Sim,Não,27,21 a 30
39796456,2024-07-29,1967-03-26,Não,Sim,Não,58,>=51
39254321,2024-02-11,1973-10-23,Não,Sim,Não,51,>=51
39634086,2024-06-09,1964-09-23,Não,Sim,Não,60,>=51
39885491,2024-08-26,2003-01-19,Não,Sim,Não,22,21 a 30
39987503,2024-09-28,1993-08-26,Não,Sim,Sim,31,31 a 40
39781289,2024-07-24,1971-03-29,Não,Sim,Não,54,>=51
39666221,2024-06-19,1975-03-16,Não,Sim,Sim,50,41 a 50
33126547,2025-04-07,1989-02-09,Sim,Sim,Não,36,31 a 40
40392007,2025-02-01,1995-05-18,Não,Sim,Não,30,21 a 30
39750441,2024-07-14,1986-04-18,Não,Sim,Não,39,31 a 40
60534812,2024-08-06,1988-01-06,Não,Sim,Sim,37,31 a 40
39883632,2024-08-24,1996-07-19,Não,Sim,Não,28,21 a 30
39738729,2024-07-11,1994-09-01,Não,Sim,Não,30,21 a 30
39484289,2024-04-24,1994-04-11,Não,Sim,Não,31,31 a 40
40702553,2025-05-27,2002-08-27,Não,Sim,Sim,22,21 a 30
39486388,2024-04-25,1969-04-04,Não,Sim,Não,56,>=51
39563077,2024-05-19,2008-01-10,Não,Sim,Não,17,<=20
39550750,2024-05-15,1987-01-31,Não,Sim,Não,38,31 a 40
40516259,2024-03-21,1977-10-17,Não,Sim,Não,47,41 a 50
40358675,2025-01-20,1974-05-11,Não,Sim,Não,51,>=51
40089473,2024-11-02,1988-03-17,Não,Sim,Não,37,31 a 40
39121032,2024-01-04,1964-06-09,Não,Sim,Não,61,>=51
39450584,2024-04-16,1997-02-07,Não,Sim,Não,28,21 a 30
37777247,2024-10-28,1999-08-09,Não,Sim,Não,25,21 a 30
40401637,2025-02-05,1983-05-10,Não,Sim,Sim,42,41 a 50
40423735,2025-03-04,1995-07-07,Não,Sim,Não,29,21 a 30
39585924,2024-05-26,1988-09-04,Não,Sim,Não,36,31 a 40
39904693,2024-08-31,1978-07-16,Não,Sim,Não,46,41 a 50
40226325,2024-12-08,1965-05-12,Não,Sim,Não,60,>=51
40148426,2025-04-26,1980-10-08,Não,Sim,Não,44,41 a 50
39375964,2024-03-31,1999-11-25,Não,Sim,Sim,25,21 a 30
